# s t p1 p2 p3 q1 q2 q3 r
66 66 0.310503 0.363236 0.326261 0.310503 0.363236 0.326261 0.500000
66 69 0.359966 0.312134 0.327900 0.312134 0.359966 0.327900 0.538357
66 72 0.357734 0.313453 0.328813 0.313453 0.357734 0.328813 0.577189
66 75 0.356073 0.314756 0.329171 0.314756 0.356073 0.329171 0.614977
66 78 0.354080 0.316138 0.329781 0.316138 0.354080 0.329781 0.651822
66 81 0.352276 0.317503 0.330222 0.317503 0.352276 0.330222 0.687053
66 84 0.350446 0.318868 0.330686 0.318868 0.350446 0.330686 0.720512
66 87 0.348737 0.320193 0.331070 0.320193 0.348737 0.331070 0.751880
66 90 0.347103 0.321475 0.331422 0.321475 0.347103 0.331422 0.781035
66 93 0.345585 0.322693 0.331721 0.322693 0.345585 0.331721 0.807859
66 96 0.344175 0.323843 0.331981 0.323843 0.344175 0.331981 0.832329
66 99 0.342883 0.324916 0.332201 0.324916 0.342883 0.332201 0.854459

69 3 0.333327 0.333345 0.333327 0.333345 0.333327 0.333327 0.000072
69 6 0.333298 0.333380 0.333322 0.333380 0.333298 0.333322 0.000257
69 9 0.333237 0.333464 0.333299 0.333464 0.333237 0.333299 0.000813
69 12 0.333093 0.333630 0.333277 0.333630 0.333093 0.333277 0.001904
69 15 0.332866 0.333908 0.333226 0.333908 0.332866 0.333226 0.004025
69 18 0.332480 0.334344 0.333177 0.334344 0.332480 0.333177 0.007508
69 21 0.331954 0.334956 0.333091 0.334956 0.331954 0.333091 0.013014
69 24 0.331215 0.335785 0.333000 0.335785 0.331215 0.333000 0.020979
69 27 0.330306 0.336827 0.332868 0.336827 0.330306 0.332868 0.032047
69 30 0.329181 0.338103 0.332716 0.338103 0.329181 0.332716 0.046595
69 33 0.327900 0.339585 0.332515 0.339585 0.327900 0.332515 0.065042
69 36 0.326453 0.341270 0.332277 0.341270 0.326453 0.332277 0.087519
69 39 0.324907 0.343110 0.331983 0.343110 0.324907 0.331983 0.114077
69 42 0.323275 0.345085 0.331640 0.345085 0.323275 0.331640 0.144501
69 45 0.321624 0.347128 0.331248 0.347128 0.321624 0.331248 0.178448
69 48 0.319974 0.349222 0.330804 0.349222 0.319974 0.330804 0.215395
69 51 0.318385 0.351267 0.330348 0.351267 0.318385 0.330348 0.254691
69 54 0.316865 0.353299 0.329836 0.353299 0.316865 0.329836 0.295666
69 57 0.315479 0.355116 0.329405 0.355116 0.315479 0.329405 0.337489
69 60 0.314198 0.356958 0.328844 0.356958 0.314198 0.328844 0.379599
69 63 0.313122 0.358254 0.328624 0.358254 0.313122 0.328624 0.420995
69 66 0.312134 0.359966 0.327900 0.359966 0.312134 0.327900 0.461643
69 69 0.310934 0.362481 0.326585 0.310934 0.362481 0.326585 0.500000
69 72 0.359369 0.312505 0.328126 0.312505 0.359369 0.328126 0.537499
69 75 0.357241 0.313771 0.328987 0.313771 0.357241 0.328987 0.575493
69 78 0.355666 0.315018 0.329316 0.315018 0.355666 0.329316 0.612520
69 81 0.353763 0.316345 0.329892 0.316345 0.353763 0.329892 0.648693
69 84 0.352039 0.317656 0.330305 0.317656 0.352039 0.330305 0.683359
69 87 0.350283 0.318972 0.330746 0.318972 0.350283 0.330746 0.716368
69 90 0.348639 0.320251 0.331111 0.320251 0.348639 0.331111 0.747406
69 93 0.347059 0.321492 0.331449 0.321492 0.347059 0.331449 0.776347
69 96 0.345589 0.322675 0.331737 0.322675 0.345589 0.331737 0.803066
69 99 0.344216 0.323795 0.331989 0.323795 0.344216 0.331989 0.827530

72 3 0.333329 0.333341 0.333329 0.333341 0.333329 0.333329 0.000048
72 6 0.333310 0.333365 0.333325 0.333365 0.333310 0.333325 0.000176
72 9 0.333266 0.333425 0.333309 0.333425 0.333266 0.333309 0.000568
72 12 0.333162 0.333546 0.333292 0.333546 0.333162 0.333292 0.001359
72 15 0.332992 0.333755 0.333253 0.333755 0.332992 0.333253 0.002927
72 18 0.332696 0.334090 0.333213 0.334090 0.332696 0.333213 0.005563
72 21 0.332282 0.334573 0.333146 0.334573 0.332282 0.333146 0.009812
72 24 0.331687 0.335240 0.333073 0.335240 0.331687 0.333073 0.016086
72 27 0.330936 0.336098 0.332967 0.336098 0.330936 0.332967 0.024975
72 30 0.329986 0.337168 0.332846 0.337168 0.329986 0.332846 0.036884
72 33 0.328878 0.338437 0.332684 0.338437 0.328878 0.332684 0.052270
72 36 0.327601 0.339906 0.332494 0.339906 0.327601 0.332494 0.071365
72 39 0.326203 0.341543 0.332254 0.341543 0.326203 0.332254 0.094341
72 42 0.324700 0.343327 0.331973 0.343327 0.324700 0.331973 0.121131
72 45 0.323142 0.345219 0.331639 0.345219 0.323142 0.331639 0.151560
72 48 0.321557 0.347174 0.331269 0.347174 0.321557 0.331269 0.185237
72 51 0.319989 0.349164 0.330847 0.349164 0.319989 0.330847 0.221695
72 54 0.318472 0.351108 0.330420 0.351108 0.318472 0.330420 0.260290
72 57 0.317028 0.353034 0.329938 0.353034 0.317028 0.329938 0.300421
72 60 0.315704 0.354757 0.329538 0.354757 0.315704 0.329538 0.341293
72 63 0.314484 0.356504 0.329012 0.356504 0.314484 0.329012 0.382406
72 66 0.313453 0.357734 0.328813 0.357734 0.313453 0.328813 0.422811
72 69 0.312505 0.359369 0.328126 0.359369 0.312505 0.328126 0.462501
72 72 0.311338 0.361781 0.326881 0.311338 0.361781 0.326881 0.500000
72 75 0.358808 0.312855 0.328337 0.312855 0.358808 0.328337 0.536701
72 78 0.356780 0.314072 0.329148 0.314072 0.356780 0.329148 0.573901
72 81 0.355279 0.315268 0.329453 0.315268 0.355279 0.329453 0.610215
72 84 0.353461 0.316544 0.329995 0.316544 0.353461 0.329995 0.645744
72 87 0.351809 0.317806 0.330385 0.317806 0.351809 0.330385 0.679870
72 90 0.350123 0.319074 0.330803 0.319074 0.350123 0.330803 0.712442
72 93 0.348538 0.320311 0.331151 0.320311 0.348538 0.331151 0.743153
72 96 0.347011 0.321513 0.331475 0.321513 0.347011 0.331475 0.771875
72 99 0.345584 0.322663 0.331753 0.322663 0.345584 0.331753 0.798477

75 3 0.333331 0.333339 0.333331 0.333339 0.333331 0.333331 0.000032
75 6 0.333317 0.333355 0.333328 0.333355 0.333317 0.333328 0.000120
75 9 0.333287 0.333398 0.333316 0.333398 0.333287 0.333316 0.000396
75 12 0.333211 0.333485 0.333303 0.333485 0.333211 0.333303 0.000967
75 15 0.333085 0.333642 0.333274 0.333642 0.333085 0.333274 0.002123
75 18 0.332860 0.333897 0.333242 0.333897 0.332860 0.333242 0.004108
75 21 0.332536 0.334275 0.333189 0.334275 0.332536 0.333189 0.007370
75 24 0.332062 0.334808 0.333130 0.334808 0.332062 0.333130 0.012283
75 27 0.331446 0.335508 0.333046 0.335508 0.331446 0.333046 0.019373
75 30 0.330653 0.336399 0.332948 0.336399 0.330653 0.332948 0.029049
75 33 0.329706 0.337475 0.332819 0.337475 0.329706 0.332819 0.041777
75 36 0.328591 0.338744 0.332665 0.338744 0.328591 0.332665 0.057858
75 39 0.327345 0.340183 0.332472 0.340183 0.327345 0.332472 0.077544
75 42 0.325977 0.341781 0.332242 0.341781 0.325977 0.332242 0.100901
75 45 0.324531 0.343502 0.331967 0.343502 0.324531 0.331967 0.127876
75 48 0.323029 0.345323 0.331648 0.345323 0.323029 0.331648 0.158243
75 51 0.321516 0.347191 0.331293 0.347191 0.321516 0.331293 0.191643
75 54 0.320014 0.349091 0.330895 0.349091 0.320014 0.330895 0.227603
75 57 0.318569 0.350940 0.330491 0.350940 0.318569 0.330491 0.265535
75 60 0.317188 0.352772 0.330039 0.352772 0.317188 0.330039 0.304860
75 63 0.315926 0.354409 0.329665 0.354409 0.315926 0.329665 0.344846
75 66 0.314756 0.356073 0.329171 0.356073 0.314756 0.329171 0.385023
75 69 0.313771 0.357241 0.328987 0.357241 0.313771 0.328987 0.424507
75 72 0.312855 0.358808 0.328337 0.358808 0.312855 0.328337 0.463299
75 75 0.311723 0.361125 0.327152 0.311723 0.361125 0.327152 0.500000
75 78 0.358281 0.313188 0.328530 0.313188 0.358281 0.328530 0.535949
75 81 0.356342 0.314360 0.329298 0.314360 0.356342 0.329298 0.572406
75 84 0.354912 0.315509 0.329580 0.315509 0.354912 0.329580 0.608041
75 87 0.353171 0.316737 0.330093 0.316737 0.353171 0.330093 0.642961
75 90 0.351587 0.317952 0.330460 0.317952 0.351587 0.330460 0.676567
75 93 0.349964 0.319178 0.330858 0.319178 0.349964 0.330858 0.708715
75 96 0.348436 0.320374 0.331191 0.320374 0.348436 0.331191 0.739103
75 99 0.346959 0.321540 0.331502 0.321540 0.346959 0.331502 0.767602

78 3 0.333332 0.333337 0.333332 0.333337 0.333332 0.333332 0.000021
78 6 0.333322 0.333348 0.333330 0.333348 0.333322 0.333330 0.000082
78 9 0.333301 0.333378 0.333321 0.333378 0.333301 0.333321 0.000276
78 12 0.333247 0.333442 0.333311 0.333442 0.333247 0.333311 0.000688
78 15 0.333153 0.333558 0.333289 0.333558 0.333153 0.333289 0.001537
78 18 0.332983 0.333753 0.333264 0.333753 0.332983 0.333264 0.003025
78 21 0.332731 0.334047 0.333222 0.334047 0.332731 0.333222 0.005518
78 24 0.332355 0.334470 0.333175 0.334470 0.332355 0.333175 0.009344
78 27 0.331855 0.335038 0.333106 0.335038 0.331855 0.333106 0.014965
78 30 0.331199 0.335774 0.333028 0.335774 0.331199 0.333028 0.022775
78 33 0.330396 0.336681 0.332923 0.336681 0.330396 0.332923 0.033227
78 36 0.329434 0.337767 0.332799 0.337767 0.329434 0.332799 0.046659
78 39 0.328335 0.339022 0.332642 0.339022 0.328335 0.332642 0.063383
78 42 0.327107 0.340438 0.332455 0.340438 0.327107 0.332455 0.083554
78 45 0.325781 0.341991 0.332227 0.341991 0.325781 0.332227 0.107236
78 48 0.324380 0.343657 0.331963 0.343657 0.324380 0.331963 0.134324
78 51 0.322938 0.345407 0.331655 0.345407 0.322938 0.331655 0.164602
78 54 0.321485 0.347198 0.331317 0.347198 0.321485 0.331317 0.197700
78 57 0.320049 0.349012 0.330938 0.349012 0.320049 0.330938 0.233177
78 60 0.318666 0.350776 0.330558 0.350776 0.318666 0.330558 0.270465
78 63 0.317347 0.352521 0.330132 0.352521 0.317347 0.330132 0.309030
78 66 0.316138 0.354080 0.329781 0.354080 0.316138 0.329781 0.348178
78 69 0.315018 0.355666 0.329316 0.355666 0.315018 0.329316 0.387480
78 72 0.314072 0.356780 0.329148 0.356780 0.314072 0.329148 0.426099
78 75 0.313188 0.358281 0.328530 0.358281 0.313188 0.328530 0.464051
78 78 0.312088 0.360511 0.327401 0.312088 0.360511 0.327401 0.500000
78 81 0.357785 0.313505 0.328710 0.313505 0.357785 0.328710 0.535243
78 84 0.355929 0.314635 0.329437 0.314635 0.355929 0.329437 0.570996
78 87 0.354562 0.315739 0.329699 0.315739 0.354562 0.329699 0.605990
78 90 0.352893 0.316923 0.330184 0.316923 0.352893 0.330184 0.640327
78 93 0.351372 0.318096 0.330533 0.318096 0.351372 0.330533 0.673435
78 96 0.349809 0.319280 0.330911 0.319280 0.349809 0.330911 0.705171
78 99 0.348333 0.320438 0.331229 0.320438 0.348333 0.331229 0.735241

81 3 0.333332 0.333336 0.333332 0.333336 0.333332 0.333332 0.000014
81 6 0.333326 0.333343 0.333331 0.333343 0.333326 0.333331 0.000056
81 9 0.333311 0.333365 0.333325 0.333365 0.333311 0.333325 0.000192
81 12 0.333272 0.333411 0.333317 0.333411 0.333272 0.333317 0.000488
81 15 0.333202 0.333497 0.333301 0.333497 0.333202 0.333301 0.001109
81 18 0.333075 0.333644 0.333281 0.333644 0.333075 0.333281 0.002221
81 21 0.332880 0.333872 0.333248 0.333872 0.332880 0.333248 0.004118
81 24 0.332585 0.334206 0.333210 0.334206 0.332585 0.333210 0.007082
81 27 0.332182 0.334663 0.333155 0.334663 0.332182 0.333155 0.011514
81 30 0.331643 0.335267 0.333091 0.335267 0.331643 0.333091 0.017778
81 33 0.330969 0.336024 0.333006 0.336024 0.330969 0.333006 0.026301
81 36 0.330147 0.336947 0.332906 0.336947 0.330147 0.332906 0.037438
81 39 0.329189 0.338032 0.332779 0.338032 0.329189 0.332779 0.051529
81 42 0.328098 0.339276 0.332626 0.339276 0.328098 0.332626 0.068800
81 45 0.326898 0.340662 0.332440 0.340662 0.326898 0.332440 0.089399
81 48 0.325606 0.342174 0.332219 0.342174 0.325606 0.332219 0.113332
81 51 0.324254 0.343784 0.331962 0.343784 0.324254 0.331962 0.140493
81 54 0.322863 0.345469 0.331667 0.345469 0.322863 0.331667 0.170645
81 57 0.321469 0.347187 0.331343 0.347187 0.321469 0.331343 0.203435
81 60 0.320092 0.348925 0.330984 0.348925 0.320092 0.330984 0.238434
81 63 0.318767 0.350609 0.330624 0.350609 0.318767 0.330624 0.275107
81 66 0.317503 0.352276 0.330222 0.352276 0.317503 0.330222 0.312947
81 69 0.316345 0.353763 0.329892 0.353763 0.316345 0.329892 0.351307
81 72 0.315268 0.355279 0.329453 0.355279 0.315268 0.329453 0.389785
81 75 0.314360 0.356342 0.329298 0.356342 0.314360 0.329298 0.427594
81 78 0.313505 0.357785 0.328710 0.357785 0.313505 0.328710 0.464757
81 81 0.312436 0.359933 0.327632 0.312436 0.359933 0.327632 0.500000
81 84 0.357317 0.313808 0.328875 0.313808 0.357317 0.328875 0.534575
81 87 0.355536 0.314898 0.329566 0.314898 0.355536 0.329566 0.569665
81 90 0.354229 0.315961 0.329810 0.315961 0.354229 0.329810 0.604049
81 93 0.352625 0.317104 0.330271 0.317104 0.352625 0.330271 0.637831
81 96 0.351163 0.318236 0.330601 0.318236 0.351163 0.330601 0.670460
81 99 0.349656 0.319382 0.330962 0.319382 0.349656 0.330962 0.701796

84 3 0.333333 0.333335 0.333333 0.333335 0.333333 0.333333 0.000009
84 6 0.333328 0.333340 0.333331 0.333340 0.333328 0.333331 0.000038
84 9 0.333318 0.333355 0.333327 0.333355 0.333318 0.333327 0.000134
84 12 0.333290 0.333388 0.333322 0.333388 0.333290 0.333322 0.000346
84 15 0.333239 0.333452 0.333309 0.333452 0.333239 0.333309 0.000799
84 18 0.333143 0.333563 0.333294 0.333563 0.333143 0.333294 0.001627
84 21 0.332994 0.333738 0.333268 0.333738 0.332994 0.333268 0.003064
84 24 0.332762 0.334000 0.333237 0.334000 0.332762 0.333237 0.005350
84 27 0.332440 0.334367 0.333193 0.334367 0.332440 0.333193 0.008826
84 30 0.332001 0.334859 0.333141 0.334859 0.332001 0.333141 0.013821
84 33 0.331441 0.335487 0.333072 0.335487 0.331441 0.333072 0.020728
84 36 0.330744 0.336266 0.332990 0.336266 0.330744 0.332990 0.029899
84 39 0.329917 0.337197 0.332886 0.337197 0.329917 0.332886 0.041684
84 42 0.328958 0.338280 0.332762 0.338280 0.328958 0.332762 0.056354
84 45 0.327884 0.339507 0.332609 0.339507 0.327884 0.332609 0.074119
84 48 0.326707 0.340865 0.332427 0.340865 0.326707 0.332427 0.095072
84 51 0.325453 0.342336 0.332211 0.342336 0.325453 0.332211 0.119209
84 54 0.324143 0.343894 0.331963 0.343894 0.324143 0.331963 0.146397
84 57 0.322804 0.345518 0.331678 0.345518 0.322804 0.331678 0.176404
84 60 0.321462 0.347169 0.331369 0.347169 0.321462 0.331369 0.208877
84 63 0.320140 0.348833 0.331027 0.348833 0.320140 0.331027 0.243409
84 66 0.318868 0.350446 0.330686 0.350446 0.318868 0.330686 0.279488
84 69 0.317656 0.352039 0.330305 0.352039 0.317656 0.330305 0.316641
84 72 0.316544 0.353461 0.329995 0.353461 0.316544 0.329995 0.354256
84 75 0.315509 0.354912 0.329580 0.354912 0.315509 0.329580 0.391959
84 78 0.314635 0.355929 0.329437 0.355929 0.314635 0.329437 0.429004
84 81 0.313808 0.357317 0.328875 0.357317 0.313808 0.328875 0.465425
84 84 0.312766 0.359389 0.327845 0.312766 0.359389 0.327845 0.500000
84 87 0.356874 0.314096 0.329030 0.314096 0.356874 0.329030 0.533945
84 90 0.355163 0.315149 0.329688 0.315149 0.355163 0.329688 0.568405
84 93 0.353910 0.316174 0.329915 0.316174 0.353910 0.329915 0.602210
84 96 0.352369 0.317278 0.330353 0.317278 0.352369 0.330353 0.635461
84 99 0.350961 0.318373 0.330666 0.318373 0.350961 0.330666 0.667629

87 3 0.333333 0.333334 0.333333 0.333334 0.333333 0.333333 0.000006
87 6 0.333330 0.333338 0.333332 0.333338 0.333330 0.333332 0.000026
87 9 0.333322 0.333349 0.333329 0.333349 0.333322 0.333329 0.000093
87 12 0.333303 0.333372 0.333325 0.333372 0.333303 0.333325 0.000244
87 15 0.333265 0.333419 0.333316 0.333419 0.333265 0.333316 0.000575
87 18 0.333194 0.333502 0.333304 0.333502 0.333194 0.333304 0.001189
87 21 0.333080 0.333637 0.333284 0.333637 0.333080 0.333284 0.002273
87 24 0.332900 0.333842 0.333259 0.333842 0.332900 0.333259 0.004029
87 27 0.332644 0.334133 0.333223 0.334133 0.332644 0.333223 0.006741
87 30 0.332288 0.334532 0.333180 0.334532 0.332288 0.333180 0.010703
87 33 0.331826 0.335050 0.333124 0.335050 0.331826 0.333124 0.016268
87 36 0.331240 0.335702 0.333057 0.335702 0.331240 0.333057 0.023771
87 39 0.330533 0.336494 0.332973 0.336494 0.330533 0.332973 0.033559
87 42 0.329698 0.337431 0.332871 0.337431 0.329698 0.332871 0.045927
87 45 0.328747 0.338508 0.332746 0.338508 0.328747 0.332746 0.061127
87 48 0.327687 0.339717 0.332596 0.339717 0.327687 0.332596 0.079318
87 51 0.326538 0.341045 0.332417 0.341045 0.326538 0.332417 0.100577
87 54 0.325317 0.342476 0.332207 0.342476 0.325317 0.332207 0.124869
87 57 0.324050 0.343984 0.331966 0.343984 0.324050 0.331966 0.152054
87 60 0.322757 0.345551 0.331692 0.345551 0.322757 0.331692 0.181892
87 63 0.321465 0.347139 0.331396 0.347139 0.321465 0.331396 0.214046
87 66 0.320193 0.348737 0.331070 0.348737 0.320193 0.331070 0.248120
87 69 0.318972 0.350283 0.330746 0.350283 0.318972 0.330746 0.283632
87 72 0.317806 0.351809 0.330385 0.351809 0.317806 0.330385 0.320130
87 75 0.316737 0.353171 0.330093 0.353171 0.316737 0.330093 0.357039
87 78 0.315739 0.354562 0.329699 0.354562 0.315739 0.329699 0.394010
87 81 0.314898 0.355536 0.329566 0.355536 0.314898 0.329566 0.430335
87 84 0.314096 0.356874 0.329030 0.356874 0.314096 0.329030 0.466055
87 87 0.313082 0.358875 0.328044 0.313082 0.358875 0.328044 0.500000
87 90 0.356454 0.314372 0.329174 0.314372 0.356454 0.329174 0.533347
87 93 0.354809 0.315390 0.329801 0.315390 0.354809 0.329801 0.567210
87 96 0.353606 0.316380 0.330014 0.316380 0.353606 0.330014 0.600463
87 99 0.352122 0.317447 0.330431 0.317447 0.352122 0.330431 0.633206

90 3 0.333333 0.333334 0.333333 0.333334 0.333333 0.333333 0.000004
90 6 0.333331 0.333337 0.333332 0.333337 0.333331 0.333332 0.000018
90 9 0.333326 0.333344 0.333330 0.333344 0.333326 0.333330 0.000064
90 12 0.333312 0.333361 0.333327 0.333361 0.333312 0.333327 0.000173
90 15 0.333284 0.333395 0.333320 0.333395 0.333284 0.333320 0.000412
90 18 0.333231 0.333458 0.333311 0.333458 0.333231 0.333311 0.000867
90 21 0.333144 0.333560 0.333295 0.333560 0.333144 0.333295 0.001683
90 24 0.333005 0.333719 0.333276 0.333719 0.333005 0.333276 0.003025
90 27 0.332803 0.333950 0.333247 0.333950 0.332803 0.333247 0.005132
90 30 0.332517 0.334271 0.333212 0.334271 0.332517 0.333212 0.008259
90 33 0.332138 0.334695 0.333166 0.334695 0.332138 0.333166 0.012718
90 36 0.331650 0.335239 0.333111 0.335239 0.331650 0.333111 0.018819
90 39 0.331050 0.335909 0.333042 0.335909 0.331050 0.333042 0.026898
90 42 0.330329 0.336712 0.332958 0.336712 0.330329 0.332958 0.037254
90 45 0.329495 0.337650 0.332855 0.337650 0.329495 0.332855 0.050163
90 48 0.328550 0.338719 0.332732 0.338719 0.328550 0.332732 0.065833
90 51 0.327508 0.339909 0.332583 0.339909 0.327508 0.332583 0.084403
90 54 0.326384 0.341208 0.332408 0.341208 0.326384 0.332408 0.105916
90 57 0.325198 0.342600 0.332203 0.342600 0.325198 0.332203 0.130324
90 60 0.323969 0.344061 0.331970 0.344061 0.323969 0.331970 0.157476
90 63 0.322720 0.345574 0.331706 0.345574 0.322720 0.331706 0.187133
90 66 0.321475 0.347103 0.331422 0.347103 0.321475 0.331422 0.218965
90 69 0.320251 0.348639 0.331111 0.348639 0.320251 0.331111 0.252594
90 72 0.319074 0.350123 0.330803 0.350123 0.319074 0.330803 0.287558
90 75 0.317952 0.351587 0.330460 0.351587 0.317952 0.330460 0.323433
90 78 0.316923 0.352893 0.330184 0.352893 0.316923 0.330184 0.359673
90 81 0.315961 0.354229 0.329810 0.354229 0.315961 0.329810 0.395951
90 84 0.315149 0.355163 0.329688 0.355163 0.315149 0.329688 0.431595
90 87 0.314372 0.356454 0.329174 0.356454 0.314372 0.329174 0.466653
90 90 0.313383 0.358389 0.328228 0.313383 0.358389 0.328228 0.500000
90 93 0.356055 0.314636 0.329309 0.314636 0.356055 0.329309 0.532780
90 96 0.354471 0.315622 0.329908 0.315622 0.354471 0.329908 0.566075
90 99 0.353315 0.316578 0.330107 0.316578 0.353315 0.330107 0.598802

93 3 0.333333 0.333334 0.333333 0.333334 0.333333 0.333333 0.000003
93 6 0.333332 0.333335 0.333333 0.333335 0.333332 0.333333 0.000012
93 9 0.333328 0.333341 0.333331 0.333341 0.333328 0.333331 0.000045
93 12 0.333318 0.333353 0.333329 0.333353 0.333318 0.333329 0.000122
93 15 0.333298 0.333378 0.333324 0.333378 0.333298 0.333324 0.000296
93 18 0.333259 0.333424 0.333317 0.333424 0.333259 0.333317 0.000631
93 21 0.333193 0.333502 0.333305 0.333502 0.333193 0.333305 0.001242
93 24 0.333086 0.333625 0.333289 0.333625 0.333086 0.333289 0.002265
93 27 0.332927 0.333807 0.333266 0.333807 0.332927 0.333266 0.003895
93 30 0.332699 0.334064 0.333237 0.334064 0.332699 0.333237 0.006351
93 33 0.332390 0.334410 0.333200 0.334410 0.332390 0.333200 0.009905
93 36 0.331987 0.334859 0.333154 0.334859 0.331987 0.333154 0.014840
93 39 0.331481 0.335422 0.333097 0.335422 0.331481 0.333097 0.021467
93 42 0.330865 0.336107 0.333028 0.336107 0.330865 0.333028 0.030082
93 45 0.330139 0.336918 0.332944 0.336918 0.330139 0.332944 0.040971
93 48 0.329303 0.337855 0.332842 0.337855 0.329303 0.332842 0.054371
93 51 0.328369 0.338912 0.332719 0.338912 0.328369 0.332719 0.070466
93 54 0.327344 0.340083 0.332573 0.340083 0.327344 0.332573 0.089364
93 57 0.326246 0.341353 0.332401 0.341353 0.326246 0.332401 0.111091
93 60 0.325092 0.342707 0.332201 0.342707 0.325092 0.332201 0.135581
93 63 0.323901 0.344124 0.331975 0.344124 0.323901 0.331975 0.162677
93 66 0.322693 0.345585 0.331721 0.345585 0.322693 0.331721 0.192141
93 69 0.321492 0.347059 0.331449 0.347059 0.321492 0.331449 0.223653
93 72 0.320311 0.348538 0.331151 0.348538 0.320311 0.331151 0.256847
93 75 0.319178 0.349964 0.330858 0.349964 0.319178 0.330858 0.291285
93 78 0.318096 0.351372 0.330533 0.351372 0.318096 0.330533 0.326565
93 81 0.317104 0.352625 0.330271 0.352625 0.317104 0.330271 0.362169
93 84 0.316174 0.353910 0.329915 0.353910 0.316174 0.329915 0.397790
93 87 0.315390 0.354809 0.329801 0.354809 0.315390 0.329801 0.432790
93 90 0.314636 0.356055 0.329309 0.356055 0.314636 0.329309 0.467220
93 93 0.313672 0.357928 0.328400 0.313672 0.357928 0.328400 0.500000
93 96 0.355676 0.314889 0.329435 0.314889 0.355676 0.329435 0.532241
93 99 0.354148 0.315844 0.330008 0.315844 0.354148 0.330008 0.564995

96 3 0.333333 0.333334 0.333333 0.333334 0.333333 0.333333 0.000002
96 6 0.333332 0.333335 0.333333 0.333335 0.333332 0.333333 0.000008
96 9 0.333330 0.333338 0.333332 0.333338 0.333330 0.333332 0.000031
96 12 0.333323 0.333347 0.333330 0.333347 0.333323 0.333330 0.000086
96 15 0.333308 0.333365 0.333326 0.333365 0.333308 0.333326 0.000211
96 18 0.333279 0.333400 0.333321 0.333400 0.333279 0.333321 0.000458
96 21 0.333230 0.333459 0.333312 0.333459 0.333230 0.333312 0.000915
96 24 0.333147 0.333554 0.333299 0.333554 0.333147 0.333299 0.001691
96 27 0.333023 0.333696 0.333281 0.333696 0.333023 0.333281 0.002947
96 30 0.332842 0.333901 0.333258 0.333901 0.332842 0.333258 0.004868
96 33 0.332592 0.334181 0.333227 0.334181 0.332592 0.333227 0.007688
96 36 0.332261 0.334550 0.333189 0.334550 0.332261 0.333189 0.011658
96 39 0.331838 0.335020 0.333142 0.335020 0.331838 0.333142 0.017064
96 42 0.331315 0.335600 0.333085 0.335600 0.331315 0.333085 0.024188
96 45 0.330688 0.336296 0.333015 0.336296 0.330688 0.333015 0.033314
96 48 0.329957 0.337112 0.332931 0.337112 0.329957 0.332931 0.044694
96 51 0.329125 0.338046 0.332829 0.338046 0.329125 0.332829 0.058544
96 54 0.328201 0.339092 0.332708 0.339092 0.328201 0.332708 0.075018
96 57 0.327195 0.340242 0.332563 0.340242 0.327195 0.332563 0.094205
96 60 0.326122 0.341484 0.332395 0.341484 0.326122 0.332395 0.116107
96 63 0.324999 0.342801 0.332200 0.342801 0.324999 0.332200 0.140651
96 66 0.323843 0.344175 0.331981 0.344175 0.323843 0.331981 0.167671
96 69 0.322675 0.345589 0.331737 0.345589 0.322675 0.331737 0.196934
96 72 0.321513 0.347011 0.331475 0.347011 0.321513 0.331475 0.228125
96 75 0.320374 0.348436 0.331191 0.348436 0.320374 0.331191 0.260897
96 78 0.319280 0.349809 0.330911 0.349809 0.319280 0.330911 0.294829
96 81 0.318236 0.351163 0.330601 0.351163 0.318236 0.330601 0.329540
96 84 0.317278 0.352369 0.330353 0.352369 0.317278 0.330353 0.364539
96 87 0.316380 0.353606 0.330014 0.353606 0.316380 0.330014 0.399537
96 90 0.315622 0.354471 0.329908 0.354471 0.315622 0.329908 0.433925
96 93 0.314889 0.355676 0.329435 0.355676 0.314889 0.329435 0.467759
96 96 0.313948 0.357491 0.328561 0.313948 0.357491 0.328561 0.500000
96 99 0.355315 0.315131 0.329554 0.315131 0.355315 0.329554 0.531728

99 3 0.333333 0.333334 0.333333 0.333334 0.333333 0.333333 0.000001
99 6 0.333333 0.333334 0.333333 0.333334 0.333333 0.333333 0.000006
99 9 0.333331 0.333337 0.333332 0.333337 0.333331 0.333332 0.000021
99 12 0.333326 0.333343 0.333331 0.333343 0.333326 0.333331 0.000060
99 15 0.333315 0.333356 0.333328 0.333356 0.333315 0.333328 0.000151
99 18 0.333294 0.333382 0.333324 0.333382 0.333294 0.333324 0.000332
99 21 0.333257 0.333426 0.333317 0.333426 0.333257 0.333317 0.000672
99 24 0.333194 0.333499 0.333307 0.333499 0.333194 0.333307 0.001260
99 27 0.333097 0.333610 0.333293 0.333610 0.333097 0.333293 0.002224
99 30 0.332954 0.333772 0.333274 0.333772 0.332954 0.333274 0.003720
99 33 0.332754 0.333998 0.333249 0.333998 0.332754 0.333249 0.005947
99 36 0.332483 0.334300 0.333218 0.334300 0.332483 0.333218 0.009126
99 39 0.332132 0.334690 0.333179 0.334690 0.332132 0.333179 0.013512
99 42 0.331691 0.335178 0.333131 0.335178 0.331691 0.333131 0.019371
99 45 0.331154 0.335772 0.333073 0.335772 0.331154 0.333073 0.026973
99 48 0.330519 0.336478 0.333003 0.336478 0.330519 0.333003 0.036576
